id,first_name,last_name,email,gender,ip_address,created_at,age,lifetime_value,churn_risk_score,segment
671,Regan,Jakoviljevic,rjakoviljevicim@cdbaby.com,Bigender,6.247.223.11,05/11/2025,21,9846,13722,Inactive > 90 Days
672,Oralle,Stranieri,ostranieriin@cisco.com,Female,14.10.38.177,22/07/2025,24,8579,16066,Inactive > 90 Days
673,Stewart,Theseira,stheseiraio@1688.com,Male,16.231.22.170,11/04/2025,62,17213,11135,Churn Risk
674,Kimball,Sterte,ksterteip@epa.gov,Male,243.179.31.10,08/09/2025,33,9404,10064,Churn Risk
675,Rianon,Stendell,rstendelliq@gmpg.org,Female,221.164.69.39,06/01/2025,36,9302,8210,New Signups (Last 30 Days)
676,Georgie,Jaqueminet,gjaqueminetir@4shared.com,Male,77.212.157.182,05/07/2025,74,6608,2509,Churn Risk
677,Marissa,Speare,mspeareis@blogs.com,Female,100.73.55.177,27/11/2025,70,102,15402,High CLV Customers
678,Tomas,Arnatt,tarnattit@mail.ru,Male,218.82.177.198,08/03/2025,31,9522,18951,New Signups (Last 30 Days)
679,Cybill,Borel,cboreliu@nsw.gov.au,Female,76.209.9.8,06/12/2025,36,15089,5571,New Signups (Last 30 Days)
680,Marmaduke,Lace,mlaceiv@devhub.com,Male,42.128.182.124,03/01/2025,76,17512,5349,New Signups (Last 30 Days)
681,Carmel,Costock,ccostockiw@ucoz.com,Female,197.141.139.231,07/06/2025,27,4368,1591,Churn Risk
682,Loren,Piatek,lpiatekix@creativecommons.org,Male,198.205.51.118,27/06/2025,35,15069,17398,Inactive > 90 Days
683,Pieter,Rahill,prahilliy@about.com,Male,178.79.35.53,03/01/2025,20,6196,3922,New Signups (Last 30 Days)
684,Amye,Philp,aphilpiz@amazon.de,Female,145.42.185.12,21/05/2025,59,11212,4314,Inactive > 90 Days
685,Vinny,Darree,vdarreej0@yellowpages.com,Male,248.128.211.167,13/04/2025,73,15650,5481,Churn Risk
686,Elie,Eliet,eelietj1@sciencedaily.com,Female,41.151.79.152,08/04/2025,43,19780,8407,Inactive > 90 Days
687,Emiline,Derges,edergesj2@jalbum.net,Non-binary,28.29.169.204,13/02/2025,24,7409,2261,New Signups (Last 30 Days)
688,Lulita,Tumulty,ltumultyj3@scientificamerican.com,Female,116.220.220.235,11/08/2025,18,16598,4691,Inactive > 90 Days
689,Elbert,Hazart,ehazartj4@histats.com,Male,141.93.176.64,08/08/2025,51,17569,583,High CLV Customers
690,Kacey,Gonneau,kgonneauj5@blogtalkradio.com,Female,153.3.221.66,30/05/2025,32,8139,17070,New Signups (Last 30 Days)
691,Danya,Duncklee,ddunckleej6@engadget.com,Female,186.108.183.219,14/02/2025,46,9520,212,High CLV Customers
692,Darbie,Shelbourne,dshelbournej7@biblegateway.com,Female,190.66.221.176,27/07/2025,67,13372,1478,High CLV Customers
693,Sax,Fidelli,sfidellij8@un.org,Non-binary,175.186.56.218,04/07/2025,37,15527,19117,Inactive > 90 Days
694,Yolanda,Battle,ybattlej9@nih.gov,Female,34.216.12.133,08/12/2024,38,3401,7916,New Signups (Last 30 Days)
695,Edy,McInulty,emcinultyja@mysql.com,Genderqueer,1.70.181.28,20/07/2025,64,18901,12793,New Signups (Last 30 Days)
696,Aridatha,Baudy,abaudyjb@yolasite.com,Female,152.244.213.189,16/12/2024,25,8160,9112,High CLV Customers
697,Kasey,Stickens,kstickensjc@nydailynews.com,Female,41.53.199.82,23/05/2025,70,8786,16175,High CLV Customers
698,Sanderson,Beldom,sbeldomjd@rakuten.co.jp,Male,52.40.36.126,04/11/2025,52,3974,5195,Churn Risk
699,Catharina,Hext,chextje@boston.com,Female,236.244.42.237,02/11/2025,19,16603,3190,New Signups (Last 30 Days)
700,Winni,Fandrich,wfandrichjf@gmpg.org,Female,192.163.144.99,31/05/2025,52,14799,8775,Churn Risk
701,Price,Marney,pmarneyjg@nifty.com,Male,163.120.162.92,17/11/2025,68,12512,10046,Churn Risk
702,Katy,Gatchel,kgatcheljh@bravesites.com,Female,57.214.180.214,01/12/2025,43,13544,6869,New Signups (Last 30 Days)
703,Ambrosi,Robrose,arobroseji@bigcartel.com,Male,56.217.24.200,09/11/2025,54,14617,18382,New Signups (Last 30 Days)
704,Clementius,Miskimmon,cmiskimmonjj@independent.co.uk,Bigender,17.59.154.173,29/07/2025,64,9247,14737,Inactive > 90 Days
705,Saul,Stowers,sstowersjk@bloomberg.com,Male,186.172.7.178,23/12/2024,77,8761,9751,New Signups (Last 30 Days)
706,Aila,Reinbeck,areinbeckjl@reuters.com,Female,247.24.16.147,29/08/2025,51,4729,18906,New Signups (Last 30 Days)
707,Madlen,Fossitt,mfossittjm@techcrunch.com,Female,124.175.114.158,10/03/2025,31,16275,3227,New Signups (Last 30 Days)
708,Phelia,Paradis,pparadisjn@amazon.co.jp,Female,6.176.253.0,17/05/2025,79,11296,5962,High CLV Customers
709,Saundra,Mitrovic,smitrovicjo@cpanel.net,Male,28.209.214.217,10/06/2025,73,12888,3332,High CLV Customers
710,Alfons,Ledrane,aledranejp@wunderground.com,Male,93.233.205.62,26/11/2025,34,1336,11223,High CLV Customers
711,Caty,Fountian,cfountianjq@i2i.jp,Female,51.64.156.221,18/05/2025,40,12298,13877,New Signups (Last 30 Days)
712,Arlana,McCarly,amccarlyjr@wsj.com,Female,94.133.181.97,16/06/2025,65,1760,19596,Inactive > 90 Days
713,Kev,Knappitt,kknappittjs@icq.com,Male,31.159.229.155,22/08/2025,26,9710,2190,Inactive > 90 Days
714,Sheelah,Inskipp,sinskippjt@sun.com,Female,90.155.36.93,01/02/2025,48,14235,6086,Churn Risk
715,Yulma,Itzkov,yitzkovju@usda.gov,Male,13.9.79.248,22/06/2025,27,2399,13222,High CLV Customers
716,Halette,Labern,hlabernjv@sitemeter.com,Polygender,96.41.60.154,12/01/2025,40,19353,14464,High CLV Customers
717,Bondy,Vardie,bvardiejw@jigsy.com,Genderfluid,202.182.213.206,22/03/2025,45,6154,10554,New Signups (Last 30 Days)
718,Ailbert,Nowland,anowlandjx@cam.ac.uk,Male,165.215.111.156,10/11/2025,24,14710,17505,High CLV Customers
719,Courtney,Kasper,ckasperjy@admin.ch,Male,21.201.47.107,24/08/2025,57,7300,3822,Churn Risk
720,Nial,Ovid,novidjz@nifty.com,Male,203.110.6.16,19/07/2025,33,8176,8768,New Signups (Last 30 Days)
721,Obed,Clem,oclemk0@usda.gov,Polygender,189.215.32.255,05/06/2025,50,8927,155,New Signups (Last 30 Days)
722,Loreen,Montfort,lmontfortk1@reverbnation.com,Female,224.134.228.197,09/06/2025,55,17120,7099,Inactive > 90 Days
723,Jermaine,Franceschi,jfranceschik2@webmd.com,Female,233.91.81.175,24/09/2025,34,10459,8585,High CLV Customers
724,Alane,Myrtle,amyrtlek3@jugem.jp,Non-binary,109.85.18.187,17/06/2025,22,2786,634,Churn Risk
725,Willa,Napoleone,wnapoleonek4@ycombinator.com,Female,10.0.169.224,03/02/2025,71,18409,11067,Churn Risk
726,Cleavland,Vasechkin,cvasechkink5@nhs.uk,Male,105.227.151.33,27/03/2025,73,13292,19728,New Signups (Last 30 Days)
727,Debbi,Medlar,dmedlark6@twitter.com,Female,201.45.65.201,06/05/2025,35,16505,17753,High CLV Customers
728,Whitby,Morde,wmordek7@booking.com,Male,43.169.5.29,07/06/2025,30,13348,10037,Churn Risk
729,Tabby,Crosfeld,tcrosfeldk8@google.de,Female,174.252.199.213,16/01/2025,59,5528,15797,High CLV Customers
730,Griswold,Grimsdale,ggrimsdalek9@altervista.org,Male,82.215.38.110,14/06/2025,43,940,9268,Inactive > 90 Days
731,Ozzie,Gossart,ogossartka@chron.com,Male,31.70.116.93,04/02/2025,53,1267,12409,Inactive > 90 Days
732,Jose,Chrstine,jchrstinekb@cyberchimps.com,Male,101.226.208.167,06/11/2025,42,16757,19675,Churn Risk
733,Gizela,Tompkinson,gtompkinsonkc@cloudflare.com,Genderfluid,52.61.106.53,08/07/2025,32,7769,1435,High CLV Customers
734,Edgardo,Haddrill,ehaddrillkd@amazon.co.jp,Bigender,245.194.131.72,09/01/2025,43,9881,19183,Inactive > 90 Days
735,Dorothee,Baulcombe,dbaulcombeke@wix.com,Female,238.42.64.195,25/11/2025,70,18171,5863,Churn Risk
736,Bryant,Sissland,bsisslandkf@cnet.com,Male,185.187.105.143,18/08/2025,72,12337,4826,Inactive > 90 Days
737,Bran,Sevier,bsevierkg@indiegogo.com,Male,77.0.37.246,15/01/2025,56,9978,8387,High CLV Customers
738,Lou,Ellwand,lellwandkh@wisc.edu,Female,106.72.33.48,01/05/2025,70,19168,11560,New Signups (Last 30 Days)
739,Juana,Stare,jstareki@nba.com,Female,184.6.113.222,20/11/2025,62,5558,4756,Inactive > 90 Days
740,Izak,Remirez,iremirezkj@wix.com,Male,31.202.158.188,07/05/2025,36,2510,17150,High CLV Customers
741,Sigrid,Huggon,shuggonkk@berkeley.edu,Female,212.68.155.172,13/05/2025,47,14656,3164,High CLV Customers
742,Ardelle,O' Cuolahan,aocuolahankl@disqus.com,Female,0.109.183.66,29/01/2025,26,1619,15152,Inactive > 90 Days
743,Zelma,Thorald,zthoraldkm@miibeian.gov.cn,Female,175.164.244.240,22/12/2024,71,11793,11975,Churn Risk
744,Lynsey,Pattullo,lpattullokn@washington.edu,Female,69.147.236.119,10/12/2024,51,3911,11494,Churn Risk
745,Shurlock,Kempe,skempeko@booking.com,Male,202.38.222.244,12/08/2025,63,7226,5055,New Signups (Last 30 Days)
746,Haily,Critchard,hcritchardkp@example.com,Female,63.99.7.192,20/04/2025,29,10638,7525,High CLV Customers
747,Ethelda,Rountree,erountreekq@github.com,Agender,220.207.11.138,12/09/2025,72,10271,12053,Churn Risk
748,Madeleine,Sharer,msharerkr@umn.edu,Female,212.176.15.151,27/10/2025,72,15030,4817,New Signups (Last 30 Days)
749,Shanda,Isaacs,sisaacsks@google.pl,Female,79.206.249.231,08/11/2025,25,2602,17592,New Signups (Last 30 Days)
750,Thaxter,Feige,tfeigekt@twitpic.com,Male,165.74.54.218,07/08/2025,64,1390,19609,High CLV Customers
751,Glyn,Timmens,gtimmensku@amazon.co.jp,Female,126.213.154.47,09/08/2025,39,650,3285,Inactive > 90 Days
752,Beitris,Haggis,bhaggiskv@un.org,Female,30.223.238.210,16/01/2025,56,19592,11245,New Signups (Last 30 Days)
753,Luca,Raubenheimers,lraubenheimerskw@feedburner.com,Male,179.158.86.227,21/12/2024,24,6413,13667,Churn Risk
754,Bartel,Abba,babbakx@nature.com,Male,58.212.127.252,05/04/2025,63,8312,10945,Inactive > 90 Days
755,Marlon,Chalkly,mchalklyky@amazonaws.com,Male,163.125.134.104,13/02/2025,51,2067,14802,Inactive > 90 Days
756,Brynna,Ianinotti,bianinottikz@histats.com,Female,117.200.167.187,26/08/2025,47,9542,11216,Churn Risk
757,Garv,Sweatman,gsweatmanl0@dion.ne.jp,Male,81.83.228.92,20/09/2025,74,17272,8024,High CLV Customers
758,Myrtia,Ossipenko,mossipenkol1@printfriendly.com,Female,86.36.234.247,25/08/2025,29,13963,6490,Inactive > 90 Days
759,Ramsey,Drains,rdrainsl2@barnesandnoble.com,Male,150.119.60.233,26/02/2025,19,4925,501,Churn Risk
760,Kamila,Docwra,kdocwral3@latimes.com,Female,178.100.111.102,06/08/2025,67,9884,3727,Inactive > 90 Days
761,Enrica,Chazelle,echazellel4@tuttocitta.it,Female,169.255.143.32,24/04/2025,79,13418,9562,New Signups (Last 30 Days)
762,Anastasie,Fremantle,afremantlel5@biglobe.ne.jp,Female,247.253.69.227,18/11/2025,48,5392,8021,Inactive > 90 Days
763,Leigh,Plesing,lplesingl6@hud.gov,Female,160.103.115.216,21/05/2025,49,810,17350,Inactive > 90 Days
764,Nissa,Stuttard,nstuttardl7@hostgator.com,Polygender,76.151.232.80,23/10/2025,71,134,12280,High CLV Customers
765,Laney,Fibbitts,lfibbittsl8@ucla.edu,Female,120.37.17.158,03/05/2025,71,7040,10578,New Signups (Last 30 Days)
766,Britta,Djakovic,bdjakovicl9@example.com,Female,84.183.176.160,23/06/2025,28,8193,18172,New Signups (Last 30 Days)
767,Godart,Duckerin,gduckerinla@angelfire.com,Male,162.108.44.106,13/09/2025,53,19255,13629,New Signups (Last 30 Days)
768,Zebadiah,Maus,zmauslb@geocities.jp,Male,248.225.123.196,24/11/2025,38,11513,16528,Churn Risk
769,Colette,Truder,ctruderlc@chron.com,Female,241.240.15.34,25/11/2025,57,3149,2005,High CLV Customers
770,Cordelie,Wainman,cwainmanld@google.co.jp,Female,254.226.30.34,20/05/2025,41,12753,2242,High CLV Customers
771,Matthew,Di Ruggiero,mdiruggierole@mashable.com,Male,10.80.235.70,20/04/2025,59,17628,13481,High CLV Customers
772,Teriann,Ruppel,truppellf@nba.com,Female,84.51.170.200,01/08/2025,44,4987,13621,New Signups (Last 30 Days)
773,Thalia,Backen,tbackenlg@dell.com,Non-binary,166.199.66.67,08/03/2025,72,7449,3337,New Signups (Last 30 Days)
774,Clari,Segar,csegarlh@reddit.com,Polygender,245.69.188.212,26/04/2025,19,6520,13147,New Signups (Last 30 Days)
775,Curtice,Geraldez,cgeraldezli@opera.com,Male,252.208.134.178,07/04/2025,30,4821,15170,Churn Risk
776,Monroe,Gaynsford,mgaynsfordlj@howstuffworks.com,Male,241.106.157.186,29/05/2025,29,11881,3816,Churn Risk
777,Frederic,Lightowlers,flightowlerslk@google.de,Male,71.172.187.70,20/10/2025,79,10718,17889,New Signups (Last 30 Days)
778,Rochell,Briar,rbriarll@shop-pro.jp,Female,216.65.233.33,06/05/2025,65,3657,2135,Churn Risk
779,Jourdan,Cossins,jcossinslm@elpais.com,Female,19.235.78.49,08/05/2025,48,2655,12039,High CLV Customers
780,George,Dow,gdowln@vk.com,Female,242.195.89.252,25/06/2025,25,13316,10190,High CLV Customers
781,Ethyl,McCaster,emccasterlo@arizona.edu,Female,24.141.205.35,01/02/2025,72,2675,4546,New Signups (Last 30 Days)
782,Kariotta,Setter,ksetterlp@washingtonpost.com,Female,179.27.214.195,20/04/2025,36,16108,13276,Churn Risk
783,Benny,Kiffe,bkiffelq@eepurl.com,Genderfluid,116.208.249.253,15/03/2025,80,16916,6485,High CLV Customers
784,Urban,Guilliland,uguillilandlr@answers.com,Male,145.87.108.209,04/10/2025,49,13832,15020,Inactive > 90 Days
785,Dal,Talby,dtalbyls@xinhuanet.com,Male,202.57.187.235,11/07/2025,55,7688,18719,Churn Risk
786,Kermy,McGuffog,kmcguffoglt@netlog.com,Male,36.82.230.188,19/08/2025,70,1987,11776,Churn Risk
787,Nickey,McKeon,nmckeonlu@mac.com,Male,107.95.192.149,08/08/2025,72,4356,14532,Inactive > 90 Days
788,Brinn,Sprade,bspradelv@flavors.me,Female,204.190.203.72,11/04/2025,43,13863,9840,New Signups (Last 30 Days)
789,Karee,Morcomb,kmorcomblw@multiply.com,Female,198.175.214.50,22/08/2025,59,14388,9860,Churn Risk
790,Nesta,Piggen,npiggenlx@ihg.com,Genderqueer,18.229.185.40,12/03/2025,21,19600,15922,New Signups (Last 30 Days)
791,Denni,Haszard,dhaszardly@addthis.com,Female,98.132.188.90,19/02/2025,49,9832,12032,Inactive > 90 Days
792,Gunner,Olifard,golifardlz@cloudflare.com,Male,147.115.68.81,26/10/2025,26,1358,3503,New Signups (Last 30 Days)
793,Aubrie,Gymlett,agymlettm0@umn.edu,Female,97.248.123.48,29/05/2025,47,14665,15582,New Signups (Last 30 Days)
794,Garald,Dyment,gdymentm1@salon.com,Male,31.40.72.249,10/07/2025,28,14023,19960,Inactive > 90 Days
795,Patty,Bassano,pbassanom2@cpanel.net,Female,70.20.24.11,30/11/2025,22,4329,459,High CLV Customers
796,Selene,Napton,snaptonm3@blogger.com,Female,39.81.5.230,25/02/2025,41,18629,304,New Signups (Last 30 Days)
797,Nilson,MacCawley,nmaccawleym4@networksolutions.com,Male,50.157.159.171,04/03/2025,48,19236,9414,New Signups (Last 30 Days)
798,Rahel,Cloy,rcloym5@hp.com,Female,163.80.253.163,24/12/2024,39,12011,709,Inactive > 90 Days
799,Maribelle,Quaintance,mquaintancem6@xinhuanet.com,Female,139.218.62.20,31/10/2025,22,5756,10454,New Signups (Last 30 Days)
800,Kathlin,Grishinov,kgrishinovm7@google.nl,Female,160.205.97.215,11/08/2025,35,11979,17427,Churn Risk
801,Hedy,Anglin,hanglinm8@desdev.cn,Female,150.54.70.40,24/04/2025,79,14503,11724,Inactive > 90 Days
802,Pia,Blackmuir,pblackmuirm9@joomla.org,Female,101.85.145.114,03/12/2025,70,15913,8981,New Signups (Last 30 Days)
803,Holly,Gunter,hgunterma@ox.ac.uk,Female,226.98.183.108,24/03/2025,67,8750,7362,Churn Risk
804,Papagena,Bearward,pbearwardmb@prnewswire.com,Female,33.170.156.114,28/06/2025,33,894,10929,Churn Risk
805,Leona,Foltin,lfoltinmc@vistaprint.com,Female,99.253.240.96,17/11/2025,57,17815,1533,High CLV Customers
806,Shepherd,Freak,sfreakmd@networkadvertising.org,Male,126.148.39.159,05/09/2025,55,10957,19996,Inactive > 90 Days
807,Ruben,Grout,rgroutme@wikimedia.org,Male,235.41.182.184,09/06/2025,46,5883,17690,High CLV Customers
808,Yanaton,Maytum,ymaytummf@ca.gov,Male,88.26.14.20,02/03/2025,38,7740,16884,New Signups (Last 30 Days)
809,Antonin,Domney,adomneymg@feedburner.com,Male,61.157.53.25,12/07/2025,50,9294,15062,Churn Risk
810,Leona,Studders,lstuddersmh@technorati.com,Female,130.133.141.159,16/01/2025,42,1412,11505,High CLV Customers
811,Quintin,Pawlicki,qpawlickimi@youtu.be,Male,164.198.1.195,24/07/2025,19,13681,7227,High CLV Customers
812,Brittne,Lapthorn,blapthornmj@simplemachines.org,Female,171.41.1.194,05/10/2025,66,16659,15899,Inactive > 90 Days
813,Allianora,Camfield,acamfieldmk@cbsnews.com,Female,169.22.74.9,01/08/2025,51,12706,8656,Inactive > 90 Days
814,Gerry,Ellison,gellisonml@washingtonpost.com,Male,23.64.246.233,15/12/2024,26,2797,4204,High CLV Customers
815,Jeane,Sellars,jsellarsmm@printfriendly.com,Female,91.133.8.124,08/12/2024,19,8503,16757,Inactive > 90 Days
816,Jonathan,Bielefeld,jbielefeldmn@networkadvertising.org,Male,66.245.95.49,27/03/2025,35,5364,11982,New Signups (Last 30 Days)
817,Ronna,Shemming,rshemmingmo@multiply.com,Genderqueer,108.105.202.187,05/09/2025,41,13813,17483,High CLV Customers
818,Avril,Momford,amomfordmp@shop-pro.jp,Female,64.83.208.73,11/03/2025,23,7236,4069,Churn Risk
819,Anthiathia,Barsam,abarsammq@timesonline.co.uk,Female,253.135.131.137,12/02/2025,34,17095,2868,Churn Risk
820,Ronald,Gall,rgallmr@wikispaces.com,Male,80.227.38.137,04/09/2025,49,9852,17784,High CLV Customers
821,Robinet,Mahedy,rmahedyms@networkadvertising.org,Female,250.247.160.213,29/05/2025,36,12838,19920,Inactive > 90 Days
822,Stanton,Pays,spaysmt@behance.net,Male,158.111.246.36,16/07/2025,18,2133,3521,Inactive > 90 Days
823,Ford,Fluger,fflugermu@rambler.ru,Male,65.144.173.86,24/05/2025,75,4187,13738,Churn Risk
824,Jacklin,Splevin,jsplevinmv@cdc.gov,Female,66.17.41.162,01/10/2025,18,15272,8295,Churn Risk
825,Madalyn,Branton,mbrantonmw@yolasite.com,Female,191.26.3.14,18/01/2025,46,18950,2688,High CLV Customers
826,Kay,Hartwright,khartwrightmx@va.gov,Female,236.188.212.212,10/07/2025,46,7972,673,Churn Risk
827,Allyson,Spuner,aspunermy@ihg.com,Female,184.89.172.21,07/02/2025,58,19088,3503,New Signups (Last 30 Days)
828,Em,Donaway,edonawaymz@diigo.com,Male,195.114.135.118,06/09/2025,24,2289,365,Inactive > 90 Days
829,Pearce,Drackford,pdrackfordn0@bloglines.com,Male,63.174.120.90,07/02/2025,53,17207,13168,New Signups (Last 30 Days)
830,Lyndsie,Osburn,losburnn1@ocn.ne.jp,Female,252.55.38.15,11/03/2025,29,19197,15967,New Signups (Last 30 Days)
831,Aldwin,Antoszczyk,aantoszczykn2@ehow.com,Male,238.81.94.207,07/02/2025,40,15930,4956,Inactive > 90 Days
832,Kylie,Ubsdall,kubsdalln3@statcounter.com,Female,159.131.188.236,30/05/2025,27,14643,422,Inactive > 90 Days
833,Miles,Skey,mskeyn4@twitpic.com,Male,187.196.236.205,04/03/2025,45,4238,11080,High CLV Customers
834,Tatiana,Le Lievre,tlelievren5@ebay.com,Female,173.218.167.77,07/11/2025,66,15274,16387,High CLV Customers
835,Bogart,Aikett,baikettn6@amazon.com,Agender,243.244.157.22,11/01/2025,71,10512,17218,Inactive > 90 Days
836,Inge,Feldmark,ifeldmarkn7@usgs.gov,Female,190.115.43.139,31/01/2025,65,9126,19587,Churn Risk
837,Janean,Hannabuss,jhannabussn8@goo.ne.jp,Female,92.55.213.108,10/06/2025,62,3313,17219,Inactive > 90 Days
838,Avram,Esberger,aesbergern9@g.co,Male,185.142.244.99,10/02/2025,49,3778,19935,High CLV Customers
839,Raf,Cockrill,rcockrillna@google.co.jp,Female,94.228.177.41,06/10/2025,48,18431,8104,Inactive > 90 Days
840,Yancy,Freckelton,yfreckeltonnb@naver.com,Agender,233.255.43.87,03/03/2025,47,15603,12659,New Signups (Last 30 Days)
841,Denys,Bento,dbentonc@eventbrite.com,Male,120.57.36.126,14/05/2025,38,383,7177,Inactive > 90 Days
842,Shaina,Ferne,sfernend@accuweather.com,Female,221.107.234.77,11/12/2024,41,8592,7734,Churn Risk
843,Auberon,Thrift,athriftne@shutterfly.com,Male,170.78.89.182,21/03/2025,19,18837,13698,Inactive > 90 Days
844,Aurilia,Martinot,amartinotnf@angelfire.com,Female,132.96.6.71,05/05/2025,25,1851,19290,Churn Risk
845,Robena,Ashwood,rashwoodng@discuz.net,Female,165.206.57.164,07/10/2025,78,14364,7038,New Signups (Last 30 Days)
846,Amil,Trice,atricenh@ow.ly,Agender,213.106.5.215,05/08/2025,34,15278,9459,High CLV Customers
847,Sherrie,Starkey,sstarkeyni@usnews.com,Female,148.110.115.0,22/05/2025,63,11979,9923,High CLV Customers
848,Edin,Rathbone,erathbonenj@virginia.edu,Female,232.0.130.92,09/11/2025,30,16577,7247,Inactive > 90 Days
849,Rafaellle,Hugueville,rhuguevillenk@oaic.gov.au,Male,20.23.0.139,12/11/2025,59,12028,13592,New Signups (Last 30 Days)
850,Martyn,Mcimmie,mmcimmienl@vimeo.com,Male,156.8.197.95,25/10/2025,30,1974,14240,High CLV Customers
851,Starla,Lanchberry,slanchberrynm@latimes.com,Female,222.85.154.77,15/05/2025,19,12874,8072,New Signups (Last 30 Days)
852,Aldric,Gilvary,agilvarynn@1688.com,Male,99.252.106.20,29/03/2025,41,5173,12274,Churn Risk
853,Kim,Rappa,krappano@bing.com,Male,210.46.207.120,22/02/2025,62,9171,14007,Churn Risk
854,Katlin,Vassall,kvassallnp@google.co.uk,Female,31.164.181.116,16/06/2025,28,13382,5731,Inactive > 90 Days
855,Betsy,Miskelly,bmiskellynq@surveymonkey.com,Female,138.185.178.64,16/12/2024,30,7406,19555,Inactive > 90 Days
856,Paola,Starie,pstarienr@rakuten.co.jp,Female,54.128.48.208,23/08/2025,22,7392,15446,High CLV Customers
857,Emera,Wethered,ewetheredns@theglobeandmail.com,Female,9.110.80.246,26/09/2025,71,2535,3472,Churn Risk
858,Hildegarde,Duchesne,hduchesnent@shop-pro.jp,Female,150.62.84.211,03/08/2025,59,11472,3152,Churn Risk
859,Lisetta,Kelson,lkelsonnu@uol.com.br,Agender,143.87.29.32,02/08/2025,79,7799,5072,High CLV Customers
860,Christel,Francesconi,cfrancesconinv@opensource.org,Female,15.45.12.179,14/07/2025,18,5698,6940,High CLV Customers
861,Darrick,Stilliard,dstilliardnw@apache.org,Male,77.150.148.150,04/10/2025,44,3851,6641,Inactive > 90 Days
862,Noby,Clemas,nclemasnx@mlb.com,Male,206.76.169.206,18/06/2025,52,7302,12030,High CLV Customers
863,Jocko,Ashford,jashfordny@theguardian.com,Male,39.74.145.231,11/05/2025,56,12157,13815,Inactive > 90 Days
864,Daveen,McClean,dmccleannz@webs.com,Female,16.100.226.229,12/04/2025,61,12845,13925,Inactive > 90 Days
865,Kelli,Cazereau,kcazereauo0@un.org,Female,23.210.180.92,16/01/2025,45,1902,3132,Churn Risk
866,Caro,Swalough,cswalougho1@hp.com,Female,53.150.163.240,13/06/2025,49,14874,7325,New Signups (Last 30 Days)
867,Arther,O'Shiel,aoshielo2@ftc.gov,Male,48.174.204.88,19/07/2025,45,10643,17287,Inactive > 90 Days
868,Jeni,Aulds,jauldso3@chronoengine.com,Female,35.95.194.174,24/01/2025,75,10845,8257,New Signups (Last 30 Days)
869,Eada,Reford,erefordo4@godaddy.com,Female,14.90.162.204,22/11/2025,57,16365,9370,Churn Risk
870,Frankie,Ralph,fralpho5@networksolutions.com,Male,203.163.84.6,19/08/2025,19,9235,2569,Inactive > 90 Days
871,Hailee,Puckett,hpucketto6@foxnews.com,Female,248.168.167.177,15/02/2025,51,2075,4333,Inactive > 90 Days
872,Codi,Longmore,clongmoreo7@sphinn.com,Male,127.177.96.164,08/11/2025,69,7885,12385,Churn Risk
873,Ajay,Scandred,ascandredo8@narod.ru,Female,25.247.144.9,30/03/2025,56,4629,820,Churn Risk
874,Taylor,Kenworthey,tkenwortheyo9@usgs.gov,Male,92.110.198.166,22/06/2025,68,16944,16763,New Signups (Last 30 Days)
875,Wilona,Benner,wbenneroa@google.com,Female,36.32.164.202,12/12/2024,21,11781,4136,High CLV Customers
876,Harris,Vatcher,hvatcherob@example.com,Male,188.3.121.174,06/06/2025,22,18746,13821,Churn Risk
877,Ainslee,Serrels,aserrelsoc@opensource.org,Female,230.50.240.111,08/02/2025,40,5694,8705,High CLV Customers
878,Alvis,Noyce,anoyceod@bizjournals.com,Male,27.132.22.121,19/10/2025,36,5857,13526,Inactive > 90 Days
879,Byram,Bankes,bbankesoe@behance.net,Male,214.202.60.190,30/03/2025,42,5935,17930,New Signups (Last 30 Days)
880,Aurea,Boyington,aboyingtonof@senate.gov,Female,254.96.158.232,23/05/2025,76,6713,11213,Inactive > 90 Days
881,Jone,Widdup,jwiddupog@nytimes.com,Male,97.8.81.14,20/04/2025,61,1715,10556,High CLV Customers
882,Delano,Delyth,ddelythoh@latimes.com,Male,86.40.242.217,07/10/2025,50,12626,19142,High CLV Customers
883,Cheri,Boness,cbonessoi@columbia.edu,Female,10.173.106.67,04/08/2025,30,13701,13677,Inactive > 90 Days
884,Glyn,Lincoln,glincolnoj@weebly.com,Male,58.137.189.242,29/03/2025,30,5596,12270,Inactive > 90 Days
885,Ninon,Fyfe,nfyfeok@wikispaces.com,Female,216.228.150.57,14/08/2025,70,7650,3173,Inactive > 90 Days
886,Loree,Rays,lraysol@bbb.org,Female,142.159.239.176,01/12/2025,69,3416,13674,High CLV Customers
887,Staffard,Crewther,screwtherom@last.fm,Male,73.57.79.74,21/07/2025,29,791,14707,Churn Risk
888,Holmes,Moxted,hmoxtedon@simplemachines.org,Male,42.85.167.37,13/10/2025,51,11527,19703,High CLV Customers
889,Garek,Chesshire,gchesshireoo@upenn.edu,Male,229.147.92.217,15/11/2025,38,5848,7218,Churn Risk
890,Carleton,Barrowcliff,cbarrowcliffop@paginegialle.it,Male,84.163.129.232,11/10/2025,76,10438,2534,New Signups (Last 30 Days)
891,Nestor,Kentwell,nkentwelloq@nhs.uk,Male,0.58.83.186,10/09/2025,29,1022,8227,Churn Risk
892,Janela,Bawden,jbawdenor@weibo.com,Female,87.166.161.51,16/05/2025,22,2201,18916,High CLV Customers
893,Davida,Ketton,dkettonos@omniture.com,Female,5.15.171.43,13/01/2025,79,12849,19866,High CLV Customers
